usage_id,customer_id,date,data_usage_mb,call_minutes,sms_count
USG03715,CUST0957,2026-03-06,607,100,77
USG03716,CUST1401,2025-05-15,318,301,37
USG03717,CUST0818,2025-04-29,706,331,32
USG03718,CUST0079,2026-04-19,856,238,4
USG03719,CUST1365,2026-03-23,1980,21,0
USG03720,CUST1794,2025-12-11,535,347,14
USG03721,CUST0347,2026-03-02,340,464,22
USG03722,CUST1311,2025-08-06,1906,44,10
USG03723,CUST0605,2025-10-07,1288,153,29
USG03724,CUST0375,2026-04-01,1005,422,36
USG03725,CUST1615,2025-06-24,424,463,33
USG03726,CUST0526,2025-11-22,975,431,50
USG03727,CUST1428,2025-10-06,847,362,19
USG03728,CUST0850,2026-03-10,1827,147,89
USG03729,CUST0949,2025-11-10,190,291,39
USG03730,CUST0870,2025-05-06,1703,107,28
USG03731,CUST1405,2025-10-07,1612,392,42
USG03732,CUST0462,2025-07-07,713,300,36
USG03733,CUST1565,2026-01-31,1506,266,100
USG03734,CUST0124,2026-04-09,783,235,13
USG03735,CUST0244,2026-01-17,1852,352,73
USG03736,CUST0294,2025-06-03,1437,133,0
USG03737,CUST0054,2025-11-25,954,441,45
USG03738,CUST0131,2026-02-28,1773,309,56
USG03739,CUST0318,2026-02-19,1093,400,83
USG03740,CUST1496,2026-01-26,928,428,47
USG03741,CUST1887,2026-01-27,1268,133,10
USG03742,CUST1647,2025-05-15,808,93,97
USG03743,CUST0487,2026-01-10,1984,264,70
USG03744,CUST1451,2025-12-26,673,74,84
USG03745,CUST0668,2025-10-29,1207,396,14
USG03746,CUST1231,2025-11-06,245,301,87
USG03747,CUST1992,2025-06-23,1301,22,95
USG03748,CUST0023,2025-05-01,951,423,42
USG03749,CUST0663,2026-01-15,1756,41,28
USG03750,CUST0656,2025-06-12,1523,51,21
USG03751,CUST1346,2025-09-12,1519,24,96
USG03752,CUST0468,2026-03-22,1152,493,89
USG03753,CUST1199,2025-07-18,535,358,93
USG03754,CUST0189,2025-11-15,325,408,91
USG03755,CUST1633,2026-02-01,1499,314,5
USG03756,CUST0327,2026-01-31,1580,398,66
USG03757,CUST1043,2025-05-13,1341,327,99
USG03758,CUST0798,2025-12-19,265,205,53
USG03759,CUST0664,2025-11-10,1078,379,16
USG03760,CUST0719,2025-12-27,1925,220,70
USG03761,CUST1973,2026-01-07,1028,277,46
USG03762,CUST1796,2025-05-27,1144,321,40
USG03763,CUST0730,2025-07-22,1101,37,51
USG03764,CUST0951,2025-09-08,601,313,90
USG03765,CUST0516,2025-09-27,1757,105,57
USG03766,CUST1752,2025-05-04,1665,285,28
USG03767,CUST0939,2025-09-27,245,196,35
USG03768,CUST1130,2025-11-06,781,426,67
USG03769,CUST0229,2025-08-22,581,22,74
USG03770,CUST1486,2025-04-22,983,271,34
USG03771,CUST1708,2025-07-20,1333,216,88
USG03772,CUST0691,2025-12-30,253,61,80
USG03773,CUST1170,2026-04-21,1451,302,5
USG03774,CUST0702,2026-04-05,549,323,18
USG03775,CUST0456,2025-07-14,330,298,59
USG03776,CUST1322,2025-10-21,1990,121,15
USG03777,CUST0452,2025-09-02,1924,249,7
USG03778,CUST1854,2025-05-29,252,302,56
USG03779,CUST0629,2026-01-20,1497,150,2
USG03780,CUST1239,2025-06-13,1336,89,44
USG03781,CUST0284,2026-03-11,812,316,99
USG03782,CUST1783,2025-07-13,1823,482,9
USG03783,CUST0381,2025-10-06,1084,78,97
USG03784,CUST1560,2026-01-25,296,395,41
USG03785,CUST0631,2025-11-24,554,422,92
USG03786,CUST1600,2025-10-06,415,451,81
USG03787,CUST0010,2025-06-08,277,30,69
USG03788,CUST1978,2025-07-17,741,377,93
USG03789,CUST0855,2025-09-20,120,235,20
USG03790,CUST1057,2025-07-15,1426,492,56
USG03791,CUST1482,2026-03-21,1507,461,21
USG03792,CUST1413,2025-07-06,910,212,89
USG03793,CUST0486,2025-08-28,316,378,10
USG03794,CUST0624,2025-11-08,1993,24,100
USG03795,CUST1419,2026-03-04,1063,480,75
USG03796,CUST0710,2025-07-24,1938,292,9
USG03797,CUST1301,2025-08-17,538,324,7
USG03798,CUST1195,2026-01-12,1255,127,24
USG03799,CUST0979,2025-12-03,910,142,60
USG03800,CUST0741,2026-02-19,1388,98,68
USG03801,CUST1182,2025-07-07,1439,273,42
USG03802,CUST0592,2025-04-23,255,212,8
USG03803,CUST1356,2025-10-28,1402,137,64
USG03804,CUST1380,2025-07-13,1498,415,59
USG03805,CUST0329,2026-03-15,299,484,32
USG03806,CUST1056,2026-03-20,1659,251,16
USG03807,CUST0756,2025-08-30,1618,469,1
USG03808,CUST0503,2025-12-30,1176,321,98
USG03809,CUST0732,2025-08-30,172,421,80
USG03810,CUST1241,2025-12-19,1906,250,39
USG03811,CUST0464,2025-11-13,1225,98,74
USG03812,CUST1534,2025-05-24,416,148,96
USG03813,CUST1329,2025-10-24,1722,237,9
USG03814,CUST0379,2025-07-20,1864,238,22
USG03815,CUST0834,2025-10-27,296,304,98
USG03816,CUST0981,2025-05-25,242,66,2
USG03817,CUST1465,2025-10-17,1003,327,90
USG03818,CUST1196,2026-03-02,955,409,25
USG03819,CUST1776,2025-06-23,956,486,33
USG03820,CUST0601,2025-08-05,1236,147,61
USG03821,CUST0110,2025-11-29,1935,204,38
USG03822,CUST1001,2025-12-05,257,157,51
USG03823,CUST1164,2026-02-26,1018,98,78
USG03824,CUST1710,2026-01-17,1037,213,53
USG03825,CUST0920,2025-10-31,984,294,78
USG03826,CUST0362,2025-06-05,334,152,83
USG03827,CUST1759,2025-10-19,1042,275,64
USG03828,CUST0071,2025-08-22,785,381,86
USG03829,CUST0841,2025-05-29,1484,91,90
USG03830,CUST0697,2025-10-10,812,155,80
USG03831,CUST1689,2025-11-12,748,434,40
USG03832,CUST0648,2025-11-25,286,86,98
USG03833,CUST0737,2026-01-08,1026,129,83
USG03834,CUST0417,2025-06-29,1969,457,19
USG03835,CUST0264,2025-10-22,1900,494,63
USG03836,CUST1762,2026-03-16,1767,48,1
USG03837,CUST1501,2025-12-31,768,496,80
USG03838,CUST1938,2025-05-20,310,145,18
USG03839,CUST1206,2026-01-07,915,36,27
USG03840,CUST0542,2025-04-22,1805,240,91
USG03841,CUST0877,2025-11-10,178,283,64
USG03842,CUST1992,2025-11-01,1424,48,32
USG03843,CUST0391,2025-06-14,1837,309,16
USG03844,CUST0560,2026-03-21,355,259,38
USG03845,CUST0807,2025-08-18,453,415,99
USG03846,CUST0359,2026-04-20,1429,207,48
USG03847,CUST0818,2025-10-19,1616,376,74
USG03848,CUST1141,2025-07-13,639,31,22
USG03849,CUST1831,2025-05-12,1695,234,76
USG03850,CUST0288,2026-01-29,1784,382,15
USG03851,CUST1593,2025-10-23,1604,300,89
USG03852,CUST0089,2026-01-08,1074,334,72
USG03853,CUST0885,2025-11-04,1627,353,93
USG03854,CUST0783,2026-01-28,1011,482,49
USG03855,CUST0791,2025-08-17,753,153,93
USG03856,CUST1914,2026-01-03,870,353,1
USG03857,CUST1133,2026-02-18,1193,369,79
USG03858,CUST1164,2025-07-02,1509,159,5
USG03859,CUST1446,2025-10-29,1481,467,56
USG03860,CUST0850,2025-12-19,1880,48,89
USG03861,CUST1488,2026-03-01,1116,443,44
USG03862,CUST1682,2026-04-12,1518,131,62
USG03863,CUST0174,2025-10-11,997,126,34
USG03864,CUST1092,2025-11-04,215,317,82
USG03865,CUST1876,2026-03-08,253,99,22
USG03866,CUST0545,2025-07-31,1142,339,37
USG03867,CUST1202,2025-09-11,987,429,7
USG03868,CUST1845,2025-08-23,293,180,3
USG03869,CUST0395,2025-10-24,1319,399,57
USG03870,CUST1439,2025-06-13,1206,271,44
USG03871,CUST1454,2025-10-23,1423,166,48
USG03872,CUST0667,2025-11-07,1778,419,61
USG03873,CUST0276,2025-06-27,1670,229,35
USG03874,CUST0343,2025-10-15,1402,223,90
USG03875,CUST1466,2025-08-02,381,94,41
USG03876,CUST0792,2026-02-03,1559,150,44
USG03877,CUST1172,2025-12-06,588,277,18
USG03878,CUST1377,2025-11-19,1732,261,67
USG03879,CUST0908,2025-12-10,1869,169,88
USG03880,CUST0444,2026-03-15,1438,455,63
USG03881,CUST1481,2026-01-08,1798,359,37
USG03882,CUST0291,2025-08-01,1589,294,42
USG03883,CUST0345,2026-04-20,688,228,55
USG03884,CUST1758,2026-03-02,1511,488,1
USG03885,CUST1789,2025-07-26,339,316,92
USG03886,CUST1065,2026-04-03,872,33,89
USG03887,CUST1295,2026-04-17,537,34,66
USG03888,CUST1189,2025-10-25,848,292,85
USG03889,CUST0987,2025-08-05,181,487,11
USG03890,CUST0416,2026-02-10,234,484,31
USG03891,CUST1399,2025-07-19,1254,120,87
USG03892,CUST0370,2025-09-20,755,214,56
USG03893,CUST0903,2026-03-12,1906,247,68
USG03894,CUST1662,2025-08-08,1944,116,81
USG03895,CUST1692,2025-12-18,774,366,18
USG03896,CUST1757,2026-02-23,638,419,84
USG03897,CUST1293,2025-07-22,1019,280,66
USG03898,CUST1143,2026-01-27,1980,166,3
USG03899,CUST1018,2025-07-20,824,453,26
USG03900,CUST0542,2026-02-21,690,295,70
USG03901,CUST0300,2026-02-03,1673,250,6
USG03902,CUST1740,2025-04-29,816,62,38
USG03903,CUST1897,2025-07-31,1752,272,47
USG03904,CUST0569,2025-11-29,1706,119,76
USG03905,CUST0703,2025-11-14,223,471,44
USG03906,CUST0154,2026-02-13,549,197,65
USG03907,CUST1249,2026-01-23,1539,133,0
USG03908,CUST1754,2025-11-06,721,334,96
USG03909,CUST0911,2025-12-28,375,157,52
USG03910,CUST1177,2025-05-12,824,151,55
USG03911,CUST0014,2025-07-07,1783,441,12
USG03912,CUST1553,2025-10-05,1828,96,43
USG03913,CUST1795,2025-07-16,830,91,47
USG03914,CUST1679,2026-03-07,153,297,25
USG03915,CUST1040,2025-09-07,1640,330,62
USG03916,CUST1971,2025-11-24,1429,351,16
USG03917,CUST1075,2026-03-19,1773,380,47
USG03918,CUST1176,2025-05-20,1762,300,96
USG03919,CUST0340,2025-10-27,193,316,3
USG03920,CUST0608,2026-02-09,219,495,9
USG03921,CUST1122,2025-09-29,576,70,35
USG03922,CUST0443,2025-07-10,239,257,61
USG03923,CUST1898,2025-08-17,1285,436,59
USG03924,CUST0878,2026-04-20,574,481,87
USG03925,CUST0802,2025-12-11,1781,493,97
USG03926,CUST0501,2025-07-18,1613,157,30
USG03927,CUST1237,2025-12-20,1933,379,33
USG03928,CUST0683,2026-04-03,721,39,45
USG03929,CUST0504,2025-08-08,528,481,11
USG03930,CUST0819,2025-05-31,1685,388,2
USG03931,CUST0640,2026-04-12,1616,160,7
USG03932,CUST1305,2026-02-18,145,224,60
USG03933,CUST0091,2026-02-21,1329,67,55
USG03934,CUST0419,2025-05-25,1955,98,92
USG03935,CUST1318,2025-06-30,1318,346,40
USG03936,CUST1779,2026-04-09,1599,489,98
USG03937,CUST0121,2025-07-16,1611,424,60
USG03938,CUST0063,2026-02-17,736,408,14
USG03939,CUST0488,2025-11-11,1461,55,46
USG03940,CUST1735,2025-11-03,192,53,77
USG03941,CUST0119,2026-01-29,1483,349,5
USG03942,CUST1480,2025-10-03,1083,368,8
USG03943,CUST1428,2025-11-13,188,413,29
USG03944,CUST0625,2025-06-01,1669,379,59
USG03945,CUST0297,2025-08-10,1689,307,63
USG03946,CUST0617,2025-07-06,442,375,51
USG03947,CUST1938,2025-07-16,164,21,11
USG03948,CUST0759,2026-03-01,890,414,42
USG03949,CUST1182,2025-09-23,726,17,18
USG03950,CUST1241,2025-07-23,1230,464,11
USG03951,CUST0896,2025-12-27,290,117,90
USG03952,CUST1697,2026-02-03,1767,67,21
USG03953,CUST0186,2025-08-03,1760,141,82
USG03954,CUST1751,2026-01-25,1066,154,5
USG03955,CUST0827,2025-12-30,1419,73,52
USG03956,CUST0422,2026-02-27,1206,456,14
USG03957,CUST1914,2025-10-30,371,335,12
USG03958,CUST0077,2025-09-03,1005,98,90
USG03959,CUST0769,2025-12-22,464,263,47
USG03960,CUST1266,2025-04-30,931,392,45
USG03961,CUST1916,2025-12-25,1123,321,62
USG03962,CUST1174,2026-04-16,1112,474,8
USG03963,CUST0833,2025-09-18,1272,254,59
USG03964,CUST0870,2025-07-20,1119,384,79
USG03965,CUST1331,2025-11-09,1153,10,29
USG03966,CUST1333,2025-07-19,1540,100,14
USG03967,CUST0229,2026-01-18,861,334,45
USG03968,CUST0805,2025-06-10,905,332,18
USG03969,CUST0552,2025-12-06,501,94,68
USG03970,CUST1835,2025-09-11,527,368,8
USG03971,CUST1418,2025-12-15,1492,371,76
USG03972,CUST1574,2025-12-27,1825,459,59
USG03973,CUST0022,2025-10-16,1458,355,19
USG03974,CUST1373,2025-09-24,1964,171,77
USG03975,CUST0694,2025-07-30,806,91,30
USG03976,CUST0121,2025-07-06,1317,140,48
USG03977,CUST0712,2025-11-22,487,488,86
USG03978,CUST1898,2025-08-30,365,313,11
USG03979,CUST1965,2025-10-02,114,82,34
USG03980,CUST1068,2026-01-21,1869,21,59
USG03981,CUST1751,2026-01-07,806,280,32
USG03982,CUST0740,2025-05-09,1270,493,83
USG03983,CUST0512,2025-06-07,578,316,37
USG03984,CUST0256,2026-03-26,174,10,71
USG03985,CUST1634,2026-01-10,316,124,19
USG03986,CUST0591,2025-10-08,1452,369,3
USG03987,CUST1051,2025-11-24,969,173,78
USG03988,CUST0412,2025-12-08,636,278,4
USG03989,CUST0071,2025-08-05,918,39,78
USG03990,CUST0878,2025-10-29,1210,275,39
USG03991,CUST1694,2026-03-02,1222,164,40
USG03992,CUST1499,2025-10-16,1207,436,9
USG03993,CUST0664,2026-02-02,1496,381,100
USG03994,CUST0453,2026-03-09,125,371,72
USG03995,CUST0469,2025-08-27,1955,239,41
USG03996,CUST0656,2025-06-29,1703,116,87
USG03997,CUST1733,2026-04-01,1379,393,81
USG03998,CUST0117,2026-03-16,1794,486,35
USG03999,CUST1334,2025-05-01,910,122,12
USG04000,CUST0560,2025-09-18,1775,52,61
USG04001,CUST1381,2025-09-20,1170,15,29
USG04002,CUST1401,2025-07-19,1303,79,27
USG04003,CUST1436,2025-04-23,275,361,78
USG04004,CUST1903,2025-11-12,1556,342,80
USG04005,CUST0508,2026-03-17,808,131,60
USG04006,CUST0130,2025-11-08,204,438,21
USG04007,CUST1110,2026-02-05,1694,59,60
USG04008,CUST0191,2025-06-30,1794,161,11
USG04009,CUST0305,2026-04-18,608,454,9
USG04010,CUST0780,2026-04-05,355,34,32
USG04011,CUST1943,2025-11-18,827,76,90
USG04012,CUST0918,2025-11-24,1326,146,60
USG04013,CUST0377,2026-04-14,1973,446,9
USG04014,CUST0297,2025-10-23,1888,495,23
USG04015,CUST1333,2025-12-24,1012,77,75
USG04016,CUST1772,2025-05-18,614,56,35
USG04017,CUST1427,2025-10-26,1515,92,24
USG04018,CUST1109,2025-07-27,745,133,59
USG04019,CUST1207,2025-08-30,1127,113,27
USG04020,CUST1757,2025-06-04,1295,439,76
USG04021,CUST0193,2026-01-16,163,118,45
USG04022,CUST1350,2025-09-26,1551,20,3
USG04023,CUST1312,2025-08-05,1530,465,47
USG04024,CUST1399,2025-07-24,1663,414,86
USG04025,CUST0060,2026-03-13,1384,29,17
USG04026,CUST0831,2025-07-06,405,172,97
USG04027,CUST0815,2026-03-17,1519,378,68
USG04028,CUST0183,2025-12-11,1607,200,37
USG04029,CUST0503,2026-02-14,764,200,27
USG04030,CUST1319,2025-05-08,145,170,82
USG04031,CUST0419,2025-11-13,748,385,80
USG04032,CUST0404,2025-10-12,1955,445,15
USG04033,CUST1592,2026-02-13,1221,55,78
USG04034,CUST1119,2025-10-23,199,38,31
USG04035,CUST1504,2026-01-06,767,226,3
USG04036,CUST1499,2025-07-05,1879,70,41
USG04037,CUST1533,2025-11-01,817,101,29
USG04038,CUST0491,2025-12-19,1769,158,86
USG04039,CUST1403,2026-01-28,1108,276,77
USG04040,CUST0578,2025-11-30,1005,193,77
USG04041,CUST0074,2025-08-11,1263,379,97
USG04042,CUST0880,2025-06-06,188,275,43
USG04043,CUST1971,2026-02-26,1438,356,91
USG04044,CUST1637,2025-08-23,1560,93,73
USG04045,CUST1631,2025-12-16,1982,70,92
USG04046,CUST1850,2025-07-21,1519,269,55
USG04047,CUST0373,2025-10-22,1744,131,24
USG04048,CUST1489,2026-01-13,393,67,88
USG04049,CUST1818,2025-11-23,273,162,76
USG04050,CUST1727,2025-12-23,1598,16,59
USG04051,CUST1936,2025-11-29,103,13,65
USG04052,CUST0265,2026-02-22,513,129,92
USG04053,CUST0600,2025-11-29,774,401,92
USG04054,CUST0321,2025-11-17,1729,431,66
USG04055,CUST0934,2026-03-04,947,421,84
USG04056,CUST1395,2026-01-28,1272,85,74
USG04057,CUST0070,2025-09-01,1551,347,0
USG04058,CUST0437,2025-12-13,1732,306,32
USG04059,CUST0074,2026-01-20,1643,380,47
USG04060,CUST1985,2026-01-08,477,263,72
USG04061,CUST0855,2025-07-29,1183,100,13
USG04062,CUST0400,2025-06-23,1857,308,3
USG04063,CUST1048,2025-06-18,723,266,98
USG04064,CUST1980,2025-07-16,249,257,10
USG04065,CUST1869,2026-01-14,344,96,52
USG04066,CUST0259,2026-02-25,1518,422,55
USG04067,CUST0165,2026-04-14,1221,192,15
USG04068,CUST0060,2025-09-05,581,105,22
USG04069,CUST1572,2026-04-17,1263,360,77
USG04070,CUST1928,2026-02-26,1065,72,18
USG04071,CUST0008,2025-07-14,1501,108,95
USG04072,CUST1885,2025-08-23,1894,231,40
USG04073,CUST1272,2026-01-26,1366,207,60
USG04074,CUST1759,2025-11-30,355,420,45
USG04075,CUST1818,2025-07-19,638,138,79
USG04076,CUST0693,2025-06-24,1186,446,44
USG04077,CUST1926,2025-08-11,1842,275,92
USG04078,CUST1703,2026-03-13,1923,273,43
USG04079,CUST1996,2025-06-01,1794,421,18
USG04080,CUST0492,2025-07-07,782,180,10
USG04081,CUST1846,2025-07-26,970,69,62
USG04082,CUST0437,2025-08-18,1945,388,43
USG04083,CUST1910,2025-05-05,1632,447,99
USG04084,CUST0244,2026-01-30,1551,430,51
USG04085,CUST0019,2026-01-07,398,135,100
USG04086,CUST0834,2025-07-18,1787,301,99
USG04087,CUST1702,2025-09-19,1584,396,92
USG04088,CUST1602,2025-12-31,951,309,87
USG04089,CUST1733,2025-07-26,240,103,14
USG04090,CUST1099,2025-12-11,509,33,39
USG04091,CUST0500,2025-08-26,528,323,42
USG04092,CUST0937,2025-08-25,2000,431,76
USG04093,CUST0243,2025-09-09,118,262,67
USG04094,CUST0756,2025-09-30,851,405,75
USG04095,CUST0448,2025-07-08,1351,93,16
USG04096,CUST0593,2025-10-26,828,11,15
USG04097,CUST1730,2025-10-20,942,490,8
USG04098,CUST0178,2025-05-08,467,297,93
USG04099,CUST1245,2025-11-03,1548,481,52
USG04100,CUST0987,2025-10-18,1226,146,31
USG04101,CUST0663,2025-08-14,697,205,44
USG04102,CUST0094,2025-11-04,637,28,9
USG04103,CUST1259,2025-09-20,1279,410,24
USG04104,CUST1286,2026-04-04,1463,90,41
USG04105,CUST0248,2026-04-03,163,336,15
USG04106,CUST0086,2026-02-13,767,412,60
USG04107,CUST1721,2025-05-07,337,145,45
USG04108,CUST1678,2025-07-28,1025,425,93
USG04109,CUST1542,2025-09-16,709,235,54
USG04110,CUST1513,2025-10-03,1145,170,19
USG04111,CUST0085,2026-03-11,354,64,14
USG04112,CUST0017,2025-09-16,186,486,50
USG04113,CUST0225,2025-10-28,1748,494,26
USG04114,CUST0845,2025-10-23,1354,421,93
USG04115,CUST1701,2025-10-11,1291,316,37
USG04116,CUST0073,2026-02-08,1187,476,29
USG04117,CUST0276,2025-05-28,1280,424,21
USG04118,CUST0800,2025-06-11,1539,299,36
USG04119,CUST1105,2026-01-13,266,31,84
USG04120,CUST0728,2026-03-28,1340,177,94
USG04121,CUST0096,2026-03-24,1594,137,84
USG04122,CUST0445,2025-10-13,156,76,19
USG04123,CUST0186,2025-06-28,1482,438,56
USG04124,CUST0315,2025-12-11,198,54,14
USG04125,CUST0823,2025-10-01,1309,383,56
USG04126,CUST1666,2025-10-25,813,370,27
USG04127,CUST1826,2025-10-11,1207,173,92
USG04128,CUST0434,2025-07-16,355,337,0
USG04129,CUST1122,2025-11-06,1625,27,82
USG04130,CUST1123,2025-11-30,1585,436,70
USG04131,CUST0189,2025-12-07,985,298,91
USG04132,CUST1760,2025-10-17,999,93,59
USG04133,CUST0926,2025-09-03,527,111,21
USG04134,CUST0775,2025-05-09,115,397,32
USG04135,CUST1449,2026-01-17,1692,81,85
USG04136,CUST1913,2025-09-16,1417,46,60
USG04137,CUST0824,2025-08-30,1116,107,17
USG04138,CUST0532,2025-05-30,1968,460,5
USG04139,CUST0566,2025-11-10,1658,391,74
USG04140,CUST0142,2026-02-24,446,281,30
USG04141,CUST0775,2026-04-06,305,439,78
USG04142,CUST0024,2025-08-02,1870,326,14
USG04143,CUST1546,2025-07-15,1921,270,10
USG04144,CUST1666,2025-07-21,1303,317,27
USG04145,CUST0959,2025-06-04,1180,395,42
USG04146,CUST1290,2025-08-09,1316,102,32
USG04147,CUST0345,2026-02-15,1149,142,58
USG04148,CUST0186,2026-03-22,932,91,12
USG04149,CUST1942,2025-09-03,954,57,5
USG04150,CUST1356,2026-01-29,482,222,72
USG04151,CUST0612,2025-09-11,110,260,49
USG04152,CUST1622,2025-11-13,1335,143,7
USG04153,CUST0828,2025-11-01,1390,423,64
USG04154,CUST1088,2025-11-29,1334,69,1
USG04155,CUST0674,2026-01-05,948,83,74
USG04156,CUST0044,2025-08-08,853,405,68
USG04157,CUST1534,2025-10-27,760,370,45
USG04158,CUST1294,2025-06-12,1228,154,5
USG04159,CUST1278,2025-08-09,842,433,29
USG04160,CUST0094,2025-05-16,903,419,45
USG04161,CUST0946,2025-05-30,1091,43,82
USG04162,CUST0609,2025-08-09,1730,201,25
USG04163,CUST1205,2025-04-28,1054,114,26
USG04164,CUST0738,2026-01-29,1582,246,9
USG04165,CUST0645,2025-12-01,1869,368,76
USG04166,CUST1658,2025-11-20,1883,132,96
USG04167,CUST0870,2026-02-13,821,394,70
USG04168,CUST1596,2026-04-06,590,17,93
USG04169,CUST1947,2025-05-31,1739,350,12
USG04170,CUST0903,2025-11-10,350,43,92
USG04171,CUST0420,2026-03-02,586,305,50
USG04172,CUST0718,2025-10-26,689,283,67
USG04173,CUST0748,2026-02-12,1622,422,49
USG04174,CUST0629,2026-04-13,227,354,29
USG04175,CUST1352,2025-10-28,1206,305,25
USG04176,CUST1863,2026-03-03,1898,10,50
USG04177,CUST0790,2025-12-04,1935,469,3
USG04178,CUST1604,2026-04-01,567,455,71
USG04179,CUST0762,2025-12-20,685,32,45
USG04180,CUST0946,2025-05-20,1946,158,67
USG04181,CUST1364,2026-01-30,669,92,28
USG04182,CUST1268,2025-06-28,230,253,48
USG04183,CUST0794,2026-02-24,1703,302,37
USG04184,CUST1848,2025-09-08,634,269,41
USG04185,CUST1756,2025-09-19,1715,444,34
USG04186,CUST1185,2025-04-30,1367,115,33
USG04187,CUST1859,2025-06-27,319,481,30
USG04188,CUST1608,2025-08-19,1055,323,60
USG04189,CUST0998,2025-10-06,662,130,14
USG04190,CUST1576,2026-03-23,726,126,86
USG04191,CUST0668,2026-02-24,1666,200,38
USG04192,CUST0705,2025-07-18,949,445,20
USG04193,CUST0555,2025-12-28,1133,104,67
USG04194,CUST0140,2025-06-11,1217,65,10
USG04195,CUST1421,2025-05-11,1956,145,4
USG04196,CUST1334,2025-10-30,485,357,54
USG04197,CUST0691,2025-06-12,1530,45,26
USG04198,CUST0223,2025-05-07,644,301,49
USG04199,CUST0606,2025-07-01,1440,273,7
USG04200,CUST1912,2026-02-17,1830,373,89
USG04201,CUST1194,2025-09-30,1917,274,21
USG04202,CUST0315,2026-03-30,292,406,72
USG04203,CUST1540,2025-05-26,578,497,4
USG04204,CUST0080,2025-11-01,496,39,31
USG04205,CUST0210,2026-01-31,1738,100,14
USG04206,CUST1535,2025-10-13,147,481,64
USG04207,CUST1329,2026-03-31,1396,212,38
USG04208,CUST0678,2026-01-21,113,449,45
USG04209,CUST0036,2026-03-21,1118,198,73
USG04210,CUST0741,2026-04-03,450,148,60
USG04211,CUST0048,2025-06-14,395,164,66
USG04212,CUST0196,2025-11-27,232,332,15
USG04213,CUST1614,2026-03-02,1764,249,52
USG04214,CUST0769,2026-02-20,402,154,16
USG04215,CUST1386,2026-01-07,1965,476,77
USG04216,CUST1278,2025-06-17,1056,325,11
USG04217,CUST1653,2025-07-24,1231,82,80
USG04218,CUST0309,2025-06-30,618,449,65
USG04219,CUST1690,2026-03-08,1121,281,4
USG04220,CUST1123,2025-09-07,712,268,27
USG04221,CUST0833,2025-10-20,738,15,67
USG04222,CUST0016,2025-10-05,802,151,96
USG04223,CUST1137,2025-11-28,159,228,47
USG04224,CUST0213,2025-09-29,1066,349,54
USG04225,CUST0232,2025-06-09,1534,309,2
USG04226,CUST0170,2026-02-23,1194,297,15
USG04227,CUST0348,2025-06-27,250,164,4
USG04228,CUST0532,2025-12-04,1575,20,95
USG04229,CUST1937,2026-01-08,1048,271,10
USG04230,CUST0809,2026-01-14,1853,270,100
USG04231,CUST1894,2025-05-13,514,170,91
USG04232,CUST1046,2025-10-19,795,468,42
USG04233,CUST1915,2026-02-04,1315,100,34
USG04234,CUST1335,2025-07-22,1375,333,48
USG04235,CUST0234,2025-06-11,679,17,80
USG04236,CUST1062,2025-08-10,1278,347,60
USG04237,CUST1669,2025-06-16,828,113,11
USG04238,CUST0156,2025-05-01,808,95,17
USG04239,CUST1721,2026-01-27,387,300,71
USG04240,CUST1657,2025-10-17,1852,350,84
USG04241,CUST1535,2026-02-06,1717,481,42
USG04242,CUST0548,2025-09-26,416,121,60
USG04243,CUST0157,2025-10-01,1153,287,92
USG04244,CUST1734,2026-01-30,1218,418,94
USG04245,CUST1233,2025-08-23,419,353,23
USG04246,CUST1991,2025-09-01,1273,159,49
USG04247,CUST1435,2025-09-27,350,94,4
USG04248,CUST1606,2025-12-24,274,66,18
USG04249,CUST1548,2025-04-24,1188,438,88
USG04250,CUST0060,2025-12-26,1560,316,65
USG04251,CUST1034,2025-12-28,433,440,38
USG04252,CUST1618,2026-04-03,1553,179,79
USG04253,CUST1428,2025-07-30,1665,191,70
USG04254,CUST1966,2026-03-26,1744,406,14
USG04255,CUST1622,2025-08-02,1698,158,45
USG04256,CUST1715,2025-11-23,1486,235,51
USG04257,CUST1964,2025-07-20,1278,446,90
USG04258,CUST0569,2025-09-04,841,297,54
USG04259,CUST0302,2025-12-26,1712,99,66
USG04260,CUST0144,2025-07-26,1252,114,29
USG04261,CUST0987,2026-03-16,315,395,74
USG04262,CUST1393,2025-12-25,842,370,0
USG04263,CUST0480,2025-10-13,413,372,30
USG04264,CUST0819,2025-06-26,750,290,67
USG04265,CUST1537,2025-08-31,1516,90,12
USG04266,CUST0990,2026-03-19,1380,131,21
USG04267,CUST1768,2025-08-08,1455,28,72
USG04268,CUST0649,2025-11-10,1214,26,70
USG04269,CUST0541,2025-10-13,1969,294,70
USG04270,CUST1665,2025-12-27,608,494,84
USG04271,CUST0352,2026-02-26,1631,393,16
USG04272,CUST1640,2025-05-28,489,351,100
USG04273,CUST0985,2025-04-21,135,105,88
USG04274,CUST0346,2025-12-13,160,258,42
USG04275,CUST0099,2025-11-08,595,404,51
USG04276,CUST0260,2025-06-08,1016,401,28
USG04277,CUST1882,2026-01-12,893,40,98
USG04278,CUST1330,2026-04-14,279,192,33
USG04279,CUST1242,2025-12-11,198,292,70
USG04280,CUST1447,2025-08-14,1930,251,12
USG04281,CUST0136,2025-09-20,503,37,24
USG04282,CUST1090,2025-06-22,1156,336,84
