complaint_id,customer_id,complaint_type,description,status,created_date,resolved_date
CMP01079,CUST1354,Billing,Issue reported,Open,2026-01-16,2026-01-16
CMP01080,CUST0013,Service,Issue reported,Closed,2026-01-15,2026-01-15
CMP01081,CUST0236,Network,Issue reported,Closed,2026-02-15,2026-02-15
CMP01082,CUST1299,Network,Issue reported,Closed,2025-06-16,2025-06-16
CMP01083,CUST1009,Service,Issue reported,Closed,2025-09-09,2025-09-09
CMP01084,CUST0834,Service,Issue reported,Open,2025-07-23,2025-07-23
CMP01085,CUST1055,Service,Issue reported,Open,2025-05-25,2025-05-25
CMP01086,CUST0232,Billing,Issue reported,Closed,2026-01-07,2026-01-07
CMP01087,CUST1583,Billing,Issue reported,Open,2026-02-08,2026-02-08
CMP01088,CUST0586,Service,Issue reported,Open,2026-03-16,2026-03-16
CMP01089,CUST0131,Billing,Issue reported,Open,2025-12-31,2025-12-31
CMP01090,CUST0822,Billing,Issue reported,Open,2026-03-30,2026-03-30
CMP01091,CUST0681,Billing,Issue reported,Closed,2025-11-12,2025-11-12
CMP01092,CUST1926,Billing,Issue reported,Closed,2025-12-08,2025-12-08
CMP01093,CUST0104,Network,Issue reported,Open,2025-04-30,2025-04-30
CMP01094,CUST0774,Billing,Issue reported,Open,2025-08-20,2025-08-20
CMP01095,CUST1531,Billing,Issue reported,Open,2025-11-11,2025-11-11
CMP01096,CUST1329,Service,Issue reported,Open,2026-01-12,2026-01-12
CMP01097,CUST1695,Billing,Issue reported,Open,2025-06-13,2025-06-13
CMP01098,CUST1043,Service,Issue reported,Open,2025-09-26,2025-09-26
CMP01099,CUST0756,Billing,Issue reported,Open,2025-12-12,2025-12-12
CMP01100,CUST1753,Billing,Issue reported,Open,2026-01-07,2026-01-07
CMP01101,CUST1316,Service,Issue reported,Closed,2025-07-15,2025-07-15
CMP01102,CUST1847,Network,Issue reported,Closed,2026-01-07,2026-01-07
CMP01103,CUST1904,Billing,Issue reported,Open,2025-05-05,2025-05-05
CMP01104,CUST1196,Billing,Issue reported,Closed,2025-11-27,2025-11-27
CMP01105,CUST1306,Billing,Issue reported,Open,2025-05-03,2025-05-03
CMP01106,CUST0708,Service,Issue reported,Open,2026-03-02,2026-03-02
CMP01107,CUST1477,Network,Issue reported,Closed,2025-07-10,2025-07-10
CMP01108,CUST0581,Network,Issue reported,Closed,2025-11-01,2025-11-01
CMP01109,CUST1735,Service,Issue reported,Closed,2026-02-26,2026-02-26
CMP01110,CUST0725,Service,Issue reported,Closed,2025-12-17,2025-12-17
CMP01111,CUST1697,Billing,Issue reported,Closed,2025-06-04,2025-06-04
CMP01112,CUST1438,Service,Issue reported,Open,2025-08-30,2025-08-30
CMP01113,CUST1226,Billing,Issue reported,Open,2025-11-17,2025-11-17
CMP01114,CUST1566,Billing,Issue reported,Open,2026-01-31,2026-01-31
CMP01115,CUST0482,Billing,Issue reported,Open,2026-04-10,2026-04-10
CMP01116,CUST0970,Service,Issue reported,Open,2025-11-30,2025-11-30
CMP01117,CUST0215,Service,Issue reported,Closed,2025-05-27,2025-05-27
CMP01118,CUST0979,Billing,Issue reported,Closed,2025-08-12,2025-08-12
CMP01119,CUST0214,Service,Issue reported,Open,2025-09-28,2025-09-28
CMP01120,CUST0453,Service,Issue reported,Closed,2025-06-01,2025-06-01
CMP01121,CUST1804,Network,Issue reported,Closed,2026-04-10,2026-04-10
CMP01122,CUST1319,Service,Issue reported,Open,2025-10-12,2025-10-12
CMP01123,CUST0756,Service,Issue reported,Open,2025-05-08,2025-05-08
CMP01124,CUST1619,Network,Issue reported,Open,2025-05-23,2025-05-23
CMP01125,CUST1317,Network,Issue reported,Open,2025-06-17,2025-06-17
CMP01126,CUST1794,Service,Issue reported,Closed,2025-11-21,2025-11-21
CMP01127,CUST1890,Service,Issue reported,Open,2026-01-31,2026-01-31
CMP01128,CUST1005,Network,Issue reported,Closed,2026-01-10,2026-01-10
CMP01129,CUST0801,Network,Issue reported,Closed,2025-07-14,2025-07-14
CMP01130,CUST0356,Network,Issue reported,Closed,2025-08-19,2025-08-19
CMP01131,CUST1607,Billing,Issue reported,Open,2025-10-07,2025-10-07
CMP01132,CUST1418,Network,Issue reported,Closed,2026-03-21,2026-03-21
CMP01133,CUST0942,Network,Issue reported,Open,2025-08-10,2025-08-10
CMP01134,CUST0911,Network,Issue reported,Open,2025-09-17,2025-09-17
CMP01135,CUST0469,Service,Issue reported,Open,2025-07-29,2025-07-29
CMP01136,CUST1857,Billing,Issue reported,Closed,2026-03-16,2026-03-16
CMP01137,CUST1213,Network,Issue reported,Closed,2025-07-30,2025-07-30
CMP01138,CUST1974,Billing,Issue reported,Closed,2026-03-21,2026-03-21
CMP01139,CUST1522,Service,Issue reported,Closed,2025-04-26,2025-04-26
CMP01140,CUST1544,Billing,Issue reported,Closed,2026-02-03,2026-02-03
CMP01141,CUST0398,Service,Issue reported,Closed,2026-04-09,2026-04-09
CMP01142,CUST1243,Service,Issue reported,Closed,2025-12-16,2025-12-16
CMP01143,CUST1925,Billing,Issue reported,Open,2025-08-11,2025-08-11
CMP01144,CUST1154,Service,Issue reported,Open,2025-12-30,2025-12-30
CMP01145,CUST1720,Network,Issue reported,Open,2025-09-30,2025-09-30
CMP01146,CUST1205,Billing,Issue reported,Open,2026-01-20,2026-01-20
CMP01147,CUST0768,Network,Issue reported,Open,2025-08-25,2025-08-25
CMP01148,CUST1170,Network,Issue reported,Closed,2025-09-11,2025-09-11
CMP01149,CUST1427,Billing,Issue reported,Open,2025-07-01,2025-07-01
CMP01150,CUST0258,Billing,Issue reported,Closed,2025-09-27,2025-09-27
CMP01151,CUST1731,Billing,Issue reported,Open,2025-08-02,2025-08-02
CMP01152,CUST0187,Service,Issue reported,Open,2025-06-26,2025-06-26
CMP01153,CUST0450,Network,Issue reported,Closed,2025-06-13,2025-06-13
CMP01154,CUST0726,Network,Issue reported,Closed,2025-09-23,2025-09-23
CMP01155,CUST0895,Service,Issue reported,Closed,2025-06-03,2025-06-03
CMP01156,CUST1277,Service,Issue reported,Open,2025-08-28,2025-08-28
CMP01157,CUST1304,Billing,Issue reported,Closed,2025-05-02,2025-05-02
CMP01158,CUST1580,Billing,Issue reported,Open,2025-10-15,2025-10-15
CMP01159,CUST0964,Billing,Issue reported,Closed,2026-03-30,2026-03-30
CMP01160,CUST0278,Billing,Issue reported,Closed,2025-06-28,2025-06-28
CMP01161,CUST1388,Billing,Issue reported,Closed,2025-07-18,2025-07-18
CMP01162,CUST0194,Service,Issue reported,Closed,2026-03-21,2026-03-21
CMP01163,CUST0788,Network,Issue reported,Closed,2025-05-06,2025-05-06
CMP01164,CUST1335,Service,Issue reported,Open,2025-07-05,2025-07-05
CMP01165,CUST1210,Billing,Issue reported,Open,2025-10-03,2025-10-03
CMP01166,CUST0998,Network,Issue reported,Open,2025-05-21,2025-05-21
CMP01167,CUST0662,Service,Issue reported,Open,2026-04-03,2026-04-03
CMP01168,CUST0224,Service,Issue reported,Open,2025-08-29,2025-08-29
CMP01169,CUST0695,Billing,Issue reported,Open,2026-01-14,2026-01-14
CMP01170,CUST0730,Network,Issue reported,Closed,2025-08-22,2025-08-22
CMP01171,CUST1922,Service,Issue reported,Closed,2025-11-25,2025-11-25
CMP01172,CUST0032,Service,Issue reported,Open,2025-10-23,2025-10-23
CMP01173,CUST0551,Billing,Issue reported,Open,2025-11-14,2025-11-14
CMP01174,CUST1304,Billing,Issue reported,Open,2026-02-28,2026-02-28
CMP01175,CUST0277,Billing,Issue reported,Open,2026-03-08,2026-03-08
CMP01176,CUST1298,Billing,Issue reported,Closed,2026-01-13,2026-01-13
CMP01177,CUST1624,Network,Issue reported,Open,2025-09-05,2025-09-05
CMP01178,CUST0565,Service,Issue reported,Open,2025-11-30,2025-11-30
CMP01179,CUST0139,Billing,Issue reported,Closed,2026-02-19,2026-02-19
CMP01180,CUST0843,Service,Issue reported,Open,2025-06-29,2025-06-29
CMP01181,CUST1052,Network,Issue reported,Closed,2025-10-02,2025-10-02
CMP01182,CUST0699,Network,Issue reported,Open,2025-10-04,2025-10-04
CMP01183,CUST0248,Billing,Issue reported,Closed,2025-06-24,2025-06-24
CMP01184,CUST0894,Billing,Issue reported,Closed,2026-03-21,2026-03-21
CMP01185,CUST1339,Billing,Issue reported,Closed,2026-03-16,2026-03-16
CMP01186,CUST1935,Service,Issue reported,Closed,2025-10-02,2025-10-02
CMP01187,CUST1417,Network,Issue reported,Open,2025-12-28,2025-12-28
CMP01188,CUST1831,Network,Issue reported,Open,2026-02-03,2026-02-03
CMP01189,CUST0400,Billing,Issue reported,Closed,2026-03-27,2026-03-27
CMP01190,CUST1275,Network,Issue reported,Closed,2025-06-01,2025-06-01
CMP01191,CUST0880,Service,Issue reported,Open,2026-04-11,2026-04-11
CMP01192,CUST1797,Service,Issue reported,Closed,2025-11-28,2025-11-28
CMP01193,CUST1233,Billing,Issue reported,Closed,2026-01-26,2026-01-26
CMP01194,CUST0635,Service,Issue reported,Open,2025-08-26,2025-08-26
CMP01195,CUST0534,Service,Issue reported,Open,2025-11-03,2025-11-03
CMP01196,CUST1772,Service,Issue reported,Closed,2025-12-18,2025-12-18
CMP01197,CUST0776,Service,Issue reported,Open,2025-06-21,2025-06-21
CMP01198,CUST0477,Billing,Issue reported,Open,2026-03-11,2026-03-11
CMP01199,CUST0186,Billing,Issue reported,Closed,2025-05-27,2025-05-27
CMP01200,CUST1024,Network,Issue reported,Open,2025-06-12,2025-06-12
CMP01201,CUST1556,Billing,Issue reported,Closed,2025-05-20,2025-05-20
CMP01202,CUST0141,Service,Issue reported,Open,2025-05-27,2025-05-27
CMP01203,CUST1599,Billing,Issue reported,Open,2025-09-08,2025-09-08
CMP01204,CUST0959,Billing,Issue reported,Open,2025-05-26,2025-05-26
CMP01205,CUST0613,Service,Issue reported,Open,2025-10-13,2025-10-13
CMP01206,CUST0553,Network,Issue reported,Open,2025-09-20,2025-09-20
CMP01207,CUST0834,Service,Issue reported,Closed,2026-03-16,2026-03-16
CMP01208,CUST0859,Service,Issue reported,Closed,2026-01-26,2026-01-26
CMP01209,CUST0259,Network,Issue reported,Closed,2025-09-03,2025-09-03
CMP01210,CUST0324,Network,Issue reported,Open,2025-06-05,2025-06-05
CMP01211,CUST0132,Network,Issue reported,Open,2025-08-16,2025-08-16
CMP01212,CUST1582,Service,Issue reported,Closed,2025-07-05,2025-07-05
CMP01213,CUST0934,Service,Issue reported,Closed,2026-03-06,2026-03-06
CMP01214,CUST0576,Billing,Issue reported,Closed,2026-02-21,2026-02-21
CMP01215,CUST1544,Network,Issue reported,Open,2026-04-11,2026-04-11
CMP01216,CUST0875,Service,Issue reported,Open,2025-07-27,2025-07-27
CMP01217,CUST0552,Network,Issue reported,Closed,2025-09-30,2025-09-30
CMP01218,CUST0908,Billing,Issue reported,Closed,2026-01-12,2026-01-12
CMP01219,CUST0495,Billing,Issue reported,Open,2025-11-03,2025-11-03
CMP01220,CUST1405,Network,Issue reported,Closed,2026-02-18,2026-02-18
CMP01221,CUST1349,Billing,Issue reported,Open,2026-01-07,2026-01-07
CMP01222,CUST0364,Service,Issue reported,Closed,2025-07-06,2025-07-06
CMP01223,CUST1437,Service,Issue reported,Open,2025-07-13,2025-07-13
CMP01224,CUST1180,Network,Issue reported,Open,2025-08-01,2025-08-01
CMP01225,CUST1760,Service,Issue reported,Closed,2025-09-25,2025-09-25
CMP01226,CUST1254,Billing,Issue reported,Closed,2025-08-09,2025-08-09
CMP01227,CUST1123,Network,Issue reported,Open,2025-11-27,2025-11-27
CMP01228,CUST1627,Billing,Issue reported,Open,2026-02-14,2026-02-14
CMP01229,CUST0109,Network,Issue reported,Open,2025-11-29,2025-11-29
CMP01230,CUST1189,Billing,Issue reported,Open,2025-11-23,2025-11-23
CMP01231,CUST1927,Service,Issue reported,Open,2026-01-14,2026-01-14
CMP01232,CUST1233,Network,Issue reported,Open,2025-12-24,2025-12-24
CMP01233,CUST1318,Billing,Issue reported,Closed,2025-07-20,2025-07-20
CMP01234,CUST1907,Network,Issue reported,Open,2025-10-20,2025-10-20
CMP01235,CUST1666,Billing,Issue reported,Closed,2025-09-24,2025-09-24
CMP01236,CUST1455,Service,Issue reported,Closed,2025-06-09,2025-06-09
CMP01237,CUST0758,Billing,Issue reported,Closed,2025-11-06,2025-11-06
CMP01238,CUST1410,Billing,Issue reported,Open,2026-02-22,2026-02-22
CMP01239,CUST0241,Network,Issue reported,Open,2026-03-22,2026-03-22
CMP01240,CUST1290,Network,Issue reported,Closed,2025-07-16,2025-07-16
CMP01241,CUST0944,Billing,Issue reported,Open,2025-08-11,2025-08-11
CMP01242,CUST1767,Billing,Issue reported,Open,2025-06-27,2025-06-27
CMP01243,CUST0514,Billing,Issue reported,Open,2025-11-19,2025-11-19
CMP01244,CUST1131,Service,Issue reported,Open,2025-06-09,2025-06-09
CMP01245,CUST0731,Service,Issue reported,Open,2025-12-25,2025-12-25
CMP01246,CUST0602,Billing,Issue reported,Closed,2026-04-17,2026-04-17
CMP01247,CUST0409,Service,Issue reported,Open,2026-01-29,2026-01-29
CMP01248,CUST0508,Service,Issue reported,Open,2025-06-29,2025-06-29
CMP01249,CUST0292,Service,Issue reported,Closed,2026-02-26,2026-02-26
CMP01250,CUST1210,Network,Issue reported,Open,2025-06-24,2025-06-24
CMP01251,CUST0800,Network,Issue reported,Closed,2026-02-07,2026-02-07
CMP01252,CUST0562,Billing,Issue reported,Open,2026-03-12,2026-03-12
CMP01253,CUST0141,Service,Issue reported,Closed,2026-03-18,2026-03-18
CMP01254,CUST0008,Billing,Issue reported,Open,2025-06-04,2025-06-04
CMP01255,CUST0681,Network,Issue reported,Closed,2026-01-19,2026-01-19
CMP01256,CUST0919,Network,Issue reported,Closed,2025-12-20,2025-12-20
CMP01257,CUST1321,Network,Issue reported,Closed,2025-08-16,2025-08-16
CMP01258,CUST0194,Network,Issue reported,Closed,2025-05-03,2025-05-03
CMP01259,CUST0100,Service,Issue reported,Open,2026-01-30,2026-01-30
CMP01260,CUST1423,Network,Issue reported,Closed,2025-08-18,2025-08-18
CMP01261,CUST0657,Billing,Issue reported,Open,2026-02-10,2026-02-10
CMP01262,CUST0420,Service,Issue reported,Open,2025-08-20,2025-08-20
CMP01263,CUST0436,Network,Issue reported,Closed,2025-08-28,2025-08-28
CMP01264,CUST0192,Network,Issue reported,Closed,2025-05-22,2025-05-22
CMP01265,CUST1481,Billing,Issue reported,Closed,2025-06-11,2025-06-11
CMP01266,CUST0249,Network,Issue reported,Open,2025-05-03,2025-05-03
CMP01267,CUST1588,Billing,Issue reported,Closed,2026-04-10,2026-04-10
CMP01268,CUST0727,Billing,Issue reported,Closed,2025-12-05,2025-12-05
CMP01269,CUST0598,Network,Issue reported,Open,2026-04-18,2026-04-18
CMP01270,CUST0645,Network,Issue reported,Open,2025-07-31,2025-07-31
CMP01271,CUST0210,Network,Issue reported,Open,2026-01-21,2026-01-21
CMP01272,CUST0676,Service,Issue reported,Open,2025-07-10,2025-07-10
CMP01273,CUST1737,Billing,Issue reported,Closed,2026-02-15,2026-02-15
CMP01274,CUST0709,Billing,Issue reported,Closed,2025-05-14,2025-05-14
CMP01275,CUST1781,Network,Issue reported,Open,2025-09-20,2025-09-20
CMP01276,CUST0850,Billing,Issue reported,Open,2025-09-19,2025-09-19
CMP01277,CUST1744,Billing,Issue reported,Open,2026-02-04,2026-02-04
CMP01278,CUST0418,Network,Issue reported,Open,2025-10-17,2025-10-17
CMP01279,CUST1951,Billing,Issue reported,Open,2025-06-01,2025-06-01
CMP01280,CUST1475,Network,Issue reported,Open,2025-12-16,2025-12-16
CMP01281,CUST0350,Service,Issue reported,Closed,2026-03-17,2026-03-17
CMP01282,CUST1092,Service,Issue reported,Closed,2025-05-24,2025-05-24
CMP01283,CUST0282,Network,Issue reported,Open,2025-09-12,2025-09-12
CMP01284,CUST0313,Billing,Issue reported,Closed,2025-05-14,2025-05-14
CMP01285,CUST0754,Billing,Issue reported,Open,2025-06-11,2025-06-11
CMP01286,CUST0951,Billing,Issue reported,Closed,2025-09-03,2025-09-03
CMP01287,CUST0188,Billing,Issue reported,Closed,2025-09-27,2025-09-27
CMP01288,CUST0021,Billing,Issue reported,Open,2025-11-27,2025-11-27
CMP01289,CUST1242,Network,Issue reported,Closed,2025-11-27,2025-11-27
CMP01290,CUST1055,Network,Issue reported,Open,2025-05-22,2025-05-22
CMP01291,CUST0371,Service,Issue reported,Open,2025-07-16,2025-07-16
CMP01292,CUST1449,Service,Issue reported,Closed,2025-07-13,2025-07-13
CMP01293,CUST0891,Billing,Issue reported,Closed,2025-09-02,2025-09-02
CMP01294,CUST0926,Network,Issue reported,Open,2025-10-14,2025-10-14
CMP01295,CUST1325,Service,Issue reported,Open,2025-12-11,2025-12-11
CMP01296,CUST1232,Network,Issue reported,Closed,2025-11-06,2025-11-06
CMP01297,CUST0491,Network,Issue reported,Closed,2025-05-05,2025-05-05
CMP01298,CUST1392,Network,Issue reported,Open,2025-09-14,2025-09-14
CMP01299,CUST0714,Network,Issue reported,Closed,2026-04-04,2026-04-04
CMP01300,CUST1905,Billing,Issue reported,Open,2026-03-05,2026-03-05
CMP01301,CUST0680,Service,Issue reported,Open,2025-10-24,2025-10-24
CMP01302,CUST0194,Service,Issue reported,Closed,2025-05-29,2025-05-29
CMP01303,CUST0310,Billing,Issue reported,Open,2026-02-12,2026-02-12
CMP01304,CUST0641,Billing,Issue reported,Closed,2025-07-25,2025-07-25
CMP01305,CUST1104,Billing,Issue reported,Closed,2026-04-20,2026-04-20
CMP01306,CUST1834,Billing,Issue reported,Closed,2025-05-13,2025-05-13
CMP01307,CUST1469,Network,Issue reported,Open,2025-08-24,2025-08-24
CMP01308,CUST0484,Billing,Issue reported,Open,2026-03-25,2026-03-25
CMP01309,CUST0494,Service,Issue reported,Closed,2026-01-20,2026-01-20
CMP01310,CUST1343,Network,Issue reported,Closed,2025-08-04,2025-08-04
CMP01311,CUST0822,Network,Issue reported,Closed,2025-11-25,2025-11-25
CMP01312,CUST0824,Billing,Issue reported,Open,2026-01-17,2026-01-17
CMP01313,CUST0254,Billing,Issue reported,Open,2026-04-13,2026-04-13
CMP01314,CUST0205,Billing,Issue reported,Open,2025-09-04,2025-09-04
CMP01315,CUST0270,Billing,Issue reported,Open,2025-11-03,2025-11-03
CMP01316,CUST0968,Billing,Issue reported,Open,2025-05-25,2025-05-25
CMP01317,CUST1871,Service,Issue reported,Open,2025-08-10,2025-08-10
CMP01318,CUST0915,Network,Issue reported,Closed,2026-01-02,2026-01-02
CMP01319,CUST0023,Service,Issue reported,Closed,2026-01-29,2026-01-29
CMP01320,CUST0503,Service,Issue reported,Closed,2025-06-02,2025-06-02
CMP01321,CUST1209,Billing,Issue reported,Open,2025-08-18,2025-08-18
CMP01322,CUST0221,Billing,Issue reported,Open,2025-08-08,2025-08-08
CMP01323,CUST0547,Billing,Issue reported,Closed,2025-06-12,2025-06-12
CMP01324,CUST1148,Service,Issue reported,Open,2026-04-05,2026-04-05
CMP01325,CUST0134,Network,Issue reported,Open,2025-06-07,2025-06-07
CMP01326,CUST0199,Network,Issue reported,Closed,2026-03-15,2026-03-15
CMP01327,CUST1400,Billing,Issue reported,Open,2025-07-01,2025-07-01
CMP01328,CUST1445,Service,Issue reported,Closed,2025-09-11,2025-09-11
CMP01329,CUST1416,Network,Issue reported,Closed,2025-07-31,2025-07-31
CMP01330,CUST0157,Service,Issue reported,Open,2025-12-30,2025-12-30
CMP01331,CUST1220,Network,Issue reported,Open,2026-03-28,2026-03-28
CMP01332,CUST0608,Billing,Issue reported,Closed,2025-06-02,2025-06-02
CMP01333,CUST1160,Service,Issue reported,Open,2025-07-28,2025-07-28
CMP01334,CUST0286,Billing,Issue reported,Closed,2026-03-03,2026-03-03
CMP01335,CUST0002,Network,Issue reported,Open,2025-04-23,2025-04-23
CMP01336,CUST0871,Service,Issue reported,Closed,2025-11-30,2025-11-30
CMP01337,CUST0831,Billing,Issue reported,Closed,2025-07-05,2025-07-05
CMP01338,CUST0969,Service,Issue reported,Closed,2025-07-10,2025-07-10
CMP01339,CUST0615,Billing,Issue reported,Open,2026-03-22,2026-03-22
CMP01340,CUST0697,Network,Issue reported,Open,2026-02-12,2026-02-12
CMP01341,CUST0708,Network,Issue reported,Closed,2025-11-27,2025-11-27
CMP01342,CUST0626,Network,Issue reported,Open,2025-05-19,2025-05-19
CMP01343,CUST1354,Billing,Issue reported,Closed,2025-11-26,2025-11-26
CMP01344,CUST0682,Network,Issue reported,Open,2025-08-03,2025-08-03
CMP01345,CUST1611,Network,Issue reported,Open,2025-09-10,2025-09-10
CMP01346,CUST1149,Service,Issue reported,Open,2025-06-17,2025-06-17
CMP01347,CUST1625,Service,Issue reported,Open,2025-05-23,2025-05-23
CMP01348,CUST0832,Network,Issue reported,Open,2025-11-01,2025-11-01
CMP01349,CUST0992,Service,Issue reported,Open,2025-10-02,2025-10-02
CMP01350,CUST0978,Billing,Issue reported,Open,2026-02-25,2026-02-25
CMP01351,CUST0794,Billing,Issue reported,Open,2025-07-11,2025-07-11
CMP01352,CUST0383,Billing,Issue reported,Open,2025-05-31,2025-05-31
CMP01353,CUST0291,Service,Issue reported,Closed,2025-05-13,2025-05-13
CMP01354,CUST0218,Service,Issue reported,Closed,2025-05-03,2025-05-03
CMP01355,CUST1210,Billing,Issue reported,Open,2025-12-24,2025-12-24
CMP01356,CUST0451,Network,Issue reported,Open,2025-05-18,2025-05-18
CMP01357,CUST1613,Network,Issue reported,Open,2025-11-08,2025-11-08
CMP01358,CUST1962,Billing,Issue reported,Open,2026-03-16,2026-03-16
CMP01359,CUST1182,Service,Issue reported,Closed,2025-10-20,2025-10-20
CMP01360,CUST1990,Billing,Issue reported,Closed,2026-03-22,2026-03-22
CMP01361,CUST1275,Service,Issue reported,Closed,2025-09-19,2025-09-19
CMP01362,CUST1812,Billing,Issue reported,Closed,2025-06-12,2025-06-12
CMP01363,CUST1855,Network,Issue reported,Open,2025-08-27,2025-08-27
CMP01364,CUST1166,Service,Issue reported,Open,2025-06-25,2025-06-25
CMP01365,CUST1718,Network,Issue reported,Closed,2026-02-12,2026-02-12
CMP01366,CUST1216,Network,Issue reported,Open,2025-06-30,2025-06-30
CMP01367,CUST1911,Network,Issue reported,Open,2025-08-30,2025-08-30
CMP01368,CUST0176,Service,Issue reported,Open,2026-04-04,2026-04-04
CMP01369,CUST1774,Network,Issue reported,Closed,2025-12-23,2025-12-23
CMP01370,CUST1206,Network,Issue reported,Open,2026-02-18,2026-02-18
CMP01371,CUST0360,Billing,Issue reported,Closed,2026-04-20,2026-04-20
CMP01372,CUST0687,Service,Issue reported,Closed,2026-02-13,2026-02-13
CMP01373,CUST1896,Network,Issue reported,Closed,2025-07-11,2025-07-11
CMP01374,CUST1019,Service,Issue reported,Open,2025-11-15,2025-11-15
CMP01375,CUST1810,Network,Issue reported,Open,2025-12-24,2025-12-24
CMP01376,CUST0344,Network,Issue reported,Open,2025-08-29,2025-08-29
CMP01377,CUST1914,Billing,Issue reported,Closed,2025-10-30,2025-10-30
CMP01378,CUST1151,Billing,Issue reported,Open,2025-06-17,2025-06-17
CMP01379,CUST1972,Service,Issue reported,Open,2025-08-08,2025-08-08
CMP01380,CUST0822,Billing,Issue reported,Open,2025-10-05,2025-10-05
CMP01381,CUST1938,Billing,Issue reported,Closed,2025-05-02,2025-05-02
CMP01382,CUST1589,Billing,Issue reported,Open,2025-06-01,2025-06-01
CMP01383,CUST1743,Network,Issue reported,Closed,2025-05-09,2025-05-09
CMP01384,CUST1340,Service,Issue reported,Closed,2025-06-16,2025-06-16
CMP01385,CUST1691,Network,Issue reported,Closed,2026-01-14,2026-01-14
CMP01386,CUST0036,Service,Issue reported,Open,2025-12-04,2025-12-04
CMP01387,CUST0637,Network,Issue reported,Closed,2026-02-11,2026-02-11
CMP01388,CUST1005,Service,Issue reported,Closed,2025-08-12,2025-08-12
CMP01389,CUST1574,Network,Issue reported,Open,2025-08-12,2025-08-12
CMP01390,CUST1259,Network,Issue reported,Closed,2026-01-14,2026-01-14
CMP01391,CUST0248,Service,Issue reported,Open,2025-09-05,2025-09-05
CMP01392,CUST0649,Billing,Issue reported,Closed,2025-09-12,2025-09-12
CMP01393,CUST1895,Billing,Issue reported,Closed,2026-02-25,2026-02-25
CMP01394,CUST1944,Service,Issue reported,Closed,2026-01-01,2026-01-01
CMP01395,CUST0733,Billing,Issue reported,Closed,2025-12-14,2025-12-14
CMP01396,CUST1161,Network,Issue reported,Open,2025-09-06,2025-09-06
CMP01397,CUST0046,Billing,Issue reported,Closed,2025-09-27,2025-09-27
CMP01398,CUST0097,Network,Issue reported,Open,2026-01-02,2026-01-02
CMP01399,CUST1933,Network,Issue reported,Closed,2026-03-05,2026-03-05
CMP01400,CUST1722,Service,Issue reported,Open,2026-04-19,2026-04-19
CMP01401,CUST1734,Service,Issue reported,Closed,2025-05-01,2025-05-01
CMP01402,CUST1351,Service,Issue reported,Closed,2026-04-08,2026-04-08
CMP01403,CUST0098,Service,Issue reported,Open,2025-05-12,2025-05-12
CMP01404,CUST1958,Billing,Issue reported,Closed,2025-06-03,2025-06-03
CMP01405,CUST1580,Billing,Issue reported,Open,2025-07-13,2025-07-13
CMP01406,CUST1425,Service,Issue reported,Open,2025-11-16,2025-11-16
CMP01407,CUST1727,Service,Issue reported,Open,2025-09-02,2025-09-02
CMP01408,CUST1623,Service,Issue reported,Open,2025-05-17,2025-05-17
CMP01409,CUST1363,Network,Issue reported,Open,2025-08-16,2025-08-16
CMP01410,CUST1429,Network,Issue reported,Closed,2026-02-13,2026-02-13
CMP01411,CUST1760,Service,Issue reported,Closed,2025-08-03,2025-08-03
CMP01412,CUST1452,Network,Issue reported,Closed,2026-02-12,2026-02-12
CMP01413,CUST0477,Service,Issue reported,Closed,2026-03-27,2026-03-27
CMP01414,CUST0134,Billing,Issue reported,Closed,2025-08-16,2025-08-16
CMP01415,CUST1676,Network,Issue reported,Closed,2025-08-27,2025-08-27
CMP01416,CUST0062,Network,Issue reported,Open,2026-01-25,2026-01-25
CMP01417,CUST1805,Billing,Issue reported,Open,2025-11-17,2025-11-17
CMP01418,CUST1331,Service,Issue reported,Closed,2025-11-26,2025-11-26
CMP01419,CUST0205,Billing,Issue reported,Closed,2025-12-05,2025-12-05
CMP01420,CUST0858,Network,Issue reported,Open,2026-04-14,2026-04-14
CMP01421,CUST1341,Network,Issue reported,Closed,2025-09-16,2025-09-16
CMP01422,CUST0328,Billing,Issue reported,Closed,2025-06-10,2025-06-10
CMP01423,CUST0635,Billing,Issue reported,Closed,2025-11-15,2025-11-15
CMP01424,CUST0769,Service,Issue reported,Closed,2025-12-20,2025-12-20
CMP01425,CUST1200,Network,Issue reported,Open,2025-05-18,2025-05-18
CMP01426,CUST1248,Network,Issue reported,Closed,2025-12-12,2025-12-12
CMP01427,CUST0207,Network,Issue reported,Closed,2025-07-22,2025-07-22
CMP01428,CUST1333,Service,Issue reported,Closed,2026-02-06,2026-02-06
CMP01429,CUST0600,Network,Issue reported,Open,2025-11-29,2025-11-29
CMP01430,CUST1627,Network,Issue reported,Open,2025-09-26,2025-09-26
CMP01431,CUST1989,Service,Issue reported,Closed,2026-01-11,2026-01-11
CMP01432,CUST0783,Service,Issue reported,Open,2025-08-05,2025-08-05
CMP01433,CUST1769,Service,Issue reported,Closed,2025-12-24,2025-12-24
CMP01434,CUST1330,Network,Issue reported,Closed,2025-05-16,2025-05-16
CMP01435,CUST0612,Network,Issue reported,Closed,2026-01-24,2026-01-24
CMP01436,CUST1031,Service,Issue reported,Open,2025-12-14,2025-12-14
CMP01437,CUST1324,Service,Issue reported,Closed,2025-10-27,2025-10-27
